InvoiceID,CustomerID,InvoiceDate,PurchaseAmount
INV_757846,CUST_0105,2025-07-12,17.87
INV_107086,CUST_0132,2025-12-21,94.23
INV_378060,CUST_0843,2025-09-27,17.93
INV_672668,CUST_0913,2025-06-12,39.6
INV_196494,CUST_0681,2025-10-12,127.17
INV_824071,CUST_0270,2025-11-06,12.83
INV_715837,CUST_0682,2025-07-05,24.86
INV_902523,CUST_0281,2025-09-10,17.52
INV_674699,CUST_0136,2025-08-11,72.26
INV_833682,CUST_0854,2025-08-16,80.36
INV_575083,CUST_0521,2025-07-09,112.64
INV_174804,CUST_0677,2025-05-19,125.28
INV_991907,CUST_0687,2025-04-20,16.03
INV_449230,CUST_0667,2025-06-21,50.49
INV_405364,CUST_0094,2025-02-17,9.74
INV_581930,CUST_0436,2025-12-06,102.11
INV_329192,CUST_0205,2025-03-14,29.17
INV_128261,CUST_0077,2025-10-31,53.24
INV_496562,CUST_0106,2025-11-29,39.75
INV_242412,CUST_0088,2025-07-30,34.05
INV_726441,CUST_0442,2025-01-28,72.92
INV_996736,CUST_0382,2025-07-24,82.7
INV_465088,CUST_0142,2025-03-25,10.88
INV_766252,CUST_0913,2025-06-01,14.1
INV_272687,CUST_0958,2025-09-08,170.65
INV_484755,CUST_0450,2025-07-28,36.39
INV_983727,,2025-05-05,84.52
INV_526941,CUST_0334,2025-02-28,58.4
INV_488026,CUST_0561,2025-11-03,24.79
INV_954619,CUST_0332,2025-01-15,99.54
INV_619904,CUST_0510,2025-10-06,90.69
INV_449454,CUST_0813,2025-11-14,31.57
INV_313933,CUST_0746,2025-02-15,46.22
INV_150762,CUST_0952,2025-09-06,43.1
INV_355539,CUST_0157,2025-08-11,28.94
INV_258785,CUST_0950,2025-03-29,9.28
INV_753080,CUST_0662,2025-01-20,64.96
INV_119510,CUST_0558,2025-03-14,90.68
INV_491413,CUST_0061,2025-12-11,81.03
INV_651616,CUST_0176,2025-04-26,80.42
INV_275885,CUST_0662,2025-05-11,11.42
INV_354289,CUST_0292,2025-07-29,30.83
INV_827662,CUST_0579,2025-01-10,26.58
INV_754282,CUST_0321,2025-08-07,56.23
INV_343768,CUST_0625,2025-05-13,73.01
INV_937742,CUST_0376,2025-12-15,26.62
INV_917060,CUST_0869,2025-03-17,58.2
INV_670534,CUST_0643,2025-11-25,81.27
INV_364954,CUST_0922,2025-05-10,63.07
INV_373306,CUST_0469,2025-01-09,112.28
INV_758981,CUST_0819,2025-11-16,69.46
INV_570066,CUST_0612,2025-07-12,24.18
INV_862476,CUST_0393,2025-05-21,49.16
INV_874560,CUST_0719,2025-10-27,194.5
INV_566441,CUST_0664,2025-08-31,56.94
INV_584716,CUST_0356,2025-05-28,52.99
INV_728203,CUST_0364,2025-05-20,119.48
INV_255915,CUST_0229,2025-03-04,56.53
INV_812392,CUST_0405,2025-10-08,39.21
INV_109304,CUST_0126,2025-11-02,128.9
INV_623277,CUST_0355,2025-04-26,76.67
INV_437735,CUST_0257,2025-07-28,37.54
INV_762806,CUST_0837,2025-04-15,127.08
INV_712495,CUST_0521,2025-04-28,35.53
INV_820217,CUST_0289,2025-01-14,44.03
INV_332366,CUST_0698,2025-12-11,136.66
INV_532750,CUST_0172,2025-09-27,52.71
INV_554529,CUST_0183,2025-12-05,29.6
INV_346256,CUST_0283,2025-03-15,16.59
INV_165908,CUST_0328,2025-01-23,51.42
INV_102431,CUST_0362,2025-04-03,16.57
INV_307193,CUST_0575,2025-08-12,100.87
INV_462355,CUST_0849,2025-04-13,25.9
INV_756763,CUST_0719,2025-09-26,37.29
INV_859994,CUST_0403,2025-06-01,47.64
INV_999482,CUST_0726,2025-01-15,9.24
INV_402107,CUST_0956,2025-03-14,123.01
INV_230697,CUST_0577,2025-01-17,9.49
INV_975729,CUST_0831,2025-08-17,88.74
INV_668423,CUST_0431,2025-10-21,22.0
INV_400406,CUST_0204,2025-02-22,292.76
INV_514750,CUST_0842,2025-02-23,21.15
INV_693391,CUST_0135,2025-02-27,56.59
INV_661700,CUST_0253,2025-10-22,65.43
INV_595054,CUST_0631,2025-03-08,31.09
INV_106475,,2025-11-04,77.23
INV_915977,CUST_0836,2025-08-27,10.56
INV_853772,CUST_0381,2025-04-02,12.91
INV_392759,CUST_0317,2025-06-17,41.86
INV_736431,CUST_0435,2025-08-06,37.1
INV_332298,CUST_0278,2025-02-26,25.15
INV_834791,CUST_0466,2025-11-23,116.66
INV_590783,CUST_0838,2025-01-30,15.46
INV_886796,CUST_0086,2025-08-22,119.91
INV_369580,CUST_0777,2025-10-14,57.26
INV_163295,CUST_0698,2025-05-11,55.55
INV_874008,CUST_0351,2025-06-29,9.64
INV_379301,CUST_0163,2025-09-28,70.58
INV_287167,CUST_0510,2025-12-31,11.11
INV_989566,CUST_0436,2025-03-24,12.44
INV_491758,CUST_0981,2025-04-28,84.78
INV_686510,CUST_0590,2025-05-27,40.37
INV_112755,CUST_0390,2025-09-01,22.77
INV_335132,CUST_0866,2025-01-26,97.46
INV_824276,CUST_0947,2025-03-14,49.99
INV_997883,,2025-07-06,35.08
INV_584427,CUST_0186,2025-12-10,113.41
INV_913177,CUST_0051,2025-10-02,81.7
INV_160653,CUST_0211,2025-10-07,36.59
INV_109795,CUST_0376,2025-03-23,18.14
INV_727395,CUST_0044,2025-03-02,24.51
INV_278168,CUST_0330,2025-11-19,47.9
INV_426754,CUST_0089,2025-07-17,49.31
INV_711516,CUST_0539,2025-03-30,71.24
INV_515427,CUST_0240,2025-12-25,105.46
INV_404647,CUST_0809,2025-06-14,72.89
INV_947790,CUST_0550,2025-04-24,67.14
INV_359405,CUST_0986,2025-12-25,40.38
INV_444950,CUST_0689,2025-06-18,23.12
INV_818515,CUST_0735,2025-07-18,71.78
INV_589464,CUST_0762,2025-08-19,34.92
INV_143013,CUST_0023,2025-02-17,10.83
INV_415594,CUST_0550,2025-06-18,50.06
INV_538598,CUST_0325,2025-11-09,12.3
INV_472333,CUST_0987,2025-02-16,138.91
INV_337403,CUST_0013,2025-12-31,162.35
INV_763299,CUST_0792,2025-08-09,95.76
INV_361674,CUST_0625,2025-02-15,26.42
INV_185001,CUST_0208,2025-12-15,72.6
INV_298715,CUST_0329,2025-07-06,26.1
INV_506529,CUST_0761,2025-09-27,56.3
INV_662886,CUST_0536,2025-07-25,113.7
INV_181060,CUST_0356,2025-04-24,61.0
INV_361401,CUST_0998,2025-08-10,57.19
INV_245152,,2025-01-04,93.9
INV_120874,CUST_0747,2025-11-02,126.79
INV_965847,CUST_0074,2025-07-06,43.67
INV_718636,CUST_0623,2025-08-06,64.84
INV_555040,CUST_0265,2025-05-19,25.24
INV_735861,CUST_0630,2025-07-17,7.52
INV_958099,CUST_0805,2025-06-24,9.74
INV_767972,CUST_0974,2025-05-08,27.23
INV_938569,CUST_0442,2025-10-19,13.42
INV_901693,CUST_0560,2025-07-21,101.08
INV_813280,CUST_0917,2025-03-01,72.4
INV_571449,CUST_0239,2025-10-16,45.51
INV_753668,CUST_0461,2025-02-28,103.29
INV_975952,,2025-10-24,39.06
INV_693975,CUST_0048,2025-11-24,142.15
INV_585375,CUST_0577,2025-09-25,65.17
INV_952224,CUST_0902,2025-03-30,10.49
INV_576818,CUST_0672,2025-08-22,109.26
INV_299824,CUST_0316,2025-01-02,80.29
INV_350699,CUST_0956,2025-03-02,105.92
INV_263377,CUST_0444,2025-05-11,63.81
INV_953161,CUST_0964,2025-06-27,14.89
INV_217907,CUST_0271,2025-12-02,21.29
INV_688879,CUST_0230,2025-10-07,211.9
INV_897783,CUST_0606,2025-08-14,33.81
INV_228381,CUST_0713,2025-08-02,19.41
INV_849362,CUST_0601,2025-03-02,17.98
INV_588121,CUST_0539,2025-08-02,18.37
INV_769727,CUST_0543,2025-08-07,12.13
INV_710108,CUST_0160,2025-08-25,10.11
INV_583075,CUST_0558,2025-12-07,19.5
INV_828734,CUST_0987,2025-11-04,55.29
INV_554581,CUST_0715,2025-04-22,39.52
INV_637068,CUST_0822,2025-04-29,37.74
INV_451637,,2025-08-15,34.81
INV_277946,CUST_0117,2025-02-12,75.09
INV_964899,CUST_0549,2025-10-29,9.44
INV_382488,CUST_0336,2025-12-02,196.23
INV_812345,CUST_0740,2025-05-27,196.27
INV_543035,CUST_0662,2025-02-27,19.51
INV_763440,CUST_0449,2025-12-22,29.75
INV_851240,CUST_0680,2025-06-15,15.03
INV_592545,CUST_0461,2025-07-08,12.53
INV_856349,CUST_0618,2025-12-30,23.43
INV_462470,CUST_0170,2025-07-24,13.3
INV_145708,CUST_0472,2025-07-14,27.78
INV_421516,CUST_0275,2025-01-07,11.71
INV_233692,CUST_0566,2025-04-14,75.22
INV_834750,CUST_0599,2025-09-15,59.83
INV_618534,CUST_0801,2025-03-21,8.6
INV_961309,CUST_0896,2025-10-14,8.63
INV_781908,CUST_0494,2025-02-16,44.44
INV_402553,CUST_0619,2025-10-02,13.69
INV_834769,CUST_0134,2025-04-17,20.44
INV_297173,CUST_0849,2025-04-05,14.84
INV_174723,CUST_0886,2025-09-11,27.84
INV_865110,CUST_0059,2025-06-13,38.31
INV_892515,CUST_0569,2025-05-25,11.72
INV_889012,CUST_0311,2025-02-14,20.7
INV_895818,CUST_0979,2025-01-21,59.9
INV_133545,CUST_0948,2025-03-08,16.53
INV_217827,CUST_0832,2025-08-20,33.9
INV_887506,CUST_0506,2025-01-28,31.69
INV_516363,CUST_0693,2025-09-17,41.2
INV_155479,CUST_0963,2025-03-15,56.54
INV_339423,CUST_0023,2025-10-01,18.46
INV_520331,CUST_0501,2025-07-05,18.13
INV_411896,CUST_0513,2025-05-11,40.57
INV_541209,CUST_0417,2025-04-10,13.63
INV_413760,CUST_0858,2025-08-29,13.98
INV_322036,CUST_0918,2025-06-25,62.89
INV_435076,CUST_0233,2025-05-31,15.79
INV_685768,CUST_0171,2025-08-11,42.09
INV_832426,CUST_0122,2025-08-15,58.35
INV_808032,CUST_0541,2025-09-04,49.61
INV_972109,CUST_0756,2025-03-02,24.89
INV_467482,CUST_0945,2025-10-05,28.1
INV_391813,CUST_0142,2025-02-13,28.54
INV_855110,CUST_0497,2025-02-24,88.04
INV_245093,CUST_0417,2025-06-10,84.15
INV_312079,CUST_0671,2025-03-21,8.41
INV_869673,CUST_0558,2025-12-19,38.44
INV_940268,CUST_0472,2025-03-15,42.85
INV_366145,CUST_0387,2025-07-06,26.4
INV_585260,CUST_0433,2025-03-28,64.22
INV_771810,CUST_0737,2025-09-05,153.97
INV_419957,CUST_0573,2025-11-23,12.71
INV_226865,CUST_0493,2025-07-08,15.9
INV_967424,CUST_0608,2025-11-08,49.14
INV_323687,CUST_0965,2025-04-23,18.27
INV_481856,CUST_0463,2025-05-12,88.01
INV_710937,CUST_0121,2025-07-16,78.24
INV_909471,CUST_0794,2025-09-17,20.66
INV_159155,CUST_0474,2025-06-10,127.46
INV_379934,CUST_0528,2025-06-22,8.53
INV_412094,CUST_0218,2025-03-28,37.65
INV_574857,CUST_0500,2025-02-11,19.8
INV_933160,CUST_0841,2025-05-11,25.16
INV_882065,CUST_0106,2025-06-28,151.36
INV_137271,CUST_0846,2025-08-14,47.12
INV_201999,CUST_0457,2025-05-21,32.6
INV_940597,CUST_0639,2025-01-21,13.22
INV_725107,CUST_0203,2025-03-26,77.52
INV_867768,CUST_0072,2025-10-25,87.44
INV_885427,CUST_0473,2025-09-15,73.99
INV_331749,CUST_0490,2025-08-21,15.71
INV_331773,CUST_0529,2025-03-30,20.6
INV_497751,CUST_0084,2025-03-28,138.57
INV_553028,CUST_0740,2025-09-21,41.54
INV_464716,CUST_0493,2025-05-01,16.91
INV_110207,CUST_0004,2025-12-08,45.86
INV_554623,CUST_0472,2025-04-20,56.55
INV_141340,CUST_0583,2025-10-16,23.08
INV_699608,CUST_0268,2025-01-11,121.09
INV_373363,CUST_0166,2025-07-07,9.23
INV_906479,CUST_0184,2025-09-27,62.7
INV_800251,CUST_0192,2025-11-16,15.81
INV_706304,CUST_0637,2025-12-02,52.3
INV_373672,CUST_0496,2025-10-02,30.06
INV_448152,CUST_0009,2025-10-10,41.91
INV_802076,CUST_0813,2025-01-08,18.8
INV_622757,CUST_0123,2025-02-02,10.97
INV_203088,CUST_0809,2025-01-05,65.58
INV_865372,CUST_0850,2025-11-17,215.75
INV_666966,CUST_0136,2025-01-25,67.24
INV_287486,CUST_0680,2025-12-04,76.99
INV_477784,CUST_0545,2025-04-21,24.87
INV_194702,CUST_0231,2025-09-29,73.94
INV_823380,CUST_0038,2025-05-15,49.02
INV_796314,CUST_0831,2025-12-11,90.14
INV_356587,CUST_0912,2025-11-04,53.29
INV_294904,CUST_0657,2025-08-17,167.16
INV_139080,CUST_0269,2025-11-24,58.27
INV_709493,CUST_0771,2025-08-15,26.7
INV_876230,CUST_0562,2025-07-29,111.65
INV_708481,CUST_0859,2025-04-10,9.38
INV_725686,CUST_0558,2025-03-08,89.37
INV_465500,CUST_0999,2025-04-04,12.47
INV_832943,CUST_0919,2025-02-23,108.48
INV_115588,CUST_0553,2025-04-08,27.29
INV_816502,CUST_0317,2025-03-27,60.08
INV_691795,CUST_0886,2025-04-10,37.23
INV_114677,CUST_0258,2025-06-27,14.68
INV_429408,CUST_0171,2025-11-29,82.69
INV_941676,CUST_0465,2025-09-25,64.2
INV_460701,CUST_0095,2025-05-05,15.15
INV_892644,CUST_0007,2025-08-04,90.48
INV_456440,CUST_0081,2025-01-30,27.41
INV_485289,CUST_0915,2025-07-27,65.84
INV_316351,CUST_0912,2025-10-20,26.36
INV_100209,,2025-04-20,172.27
INV_209920,CUST_0888,2025-06-03,130.0
INV_367751,CUST_0157,2025-09-18,10.94
INV_773954,CUST_0131,2025-03-08,41.46
INV_198662,CUST_0015,2025-08-20,68.05
INV_473221,CUST_0850,2025-11-27,15.85
INV_803454,CUST_0808,2025-11-26,67.83
INV_972590,CUST_0147,2025-09-16,47.95
INV_448249,CUST_0993,2025-08-23,31.58
INV_461548,CUST_0720,2025-06-13,21.33
INV_910586,CUST_0673,2025-01-05,70.03
INV_668806,CUST_0599,2025-09-27,60.91
INV_216189,CUST_0339,2025-06-24,7.79
INV_223980,CUST_0723,2025-04-05,90.19
INV_435689,CUST_0718,2025-11-12,22.25
INV_576186,CUST_0624,2025-12-17,146.19
INV_644444,CUST_0070,2025-08-06,14.4
INV_801696,CUST_0845,2025-11-02,31.04
INV_585825,CUST_0296,2025-01-22,45.17
INV_151786,CUST_0552,2025-02-07,12.05
INV_527195,CUST_0721,2025-07-02,35.45
INV_345191,CUST_0776,2025-03-27,14.35
INV_504062,CUST_0137,2025-12-12,26.31
INV_769242,CUST_0838,2025-09-02,118.23
INV_796343,CUST_0403,2025-01-28,46.52
INV_588409,CUST_0624,2025-10-27,15.56
INV_917585,CUST_0223,2025-04-30,213.56
INV_363356,CUST_0937,2025-10-08,9.64
INV_443288,CUST_0578,2025-10-25,56.36
INV_781214,CUST_0588,2025-05-17,83.52
INV_461788,CUST_0476,2025-10-21,20.28
INV_740337,CUST_0174,2025-12-11,103.56
INV_405607,CUST_0628,2025-03-21,50.32
INV_774502,CUST_0269,2025-04-29,131.37
INV_393362,CUST_0529,2025-10-15,77.29
INV_133205,CUST_0441,2025-09-26,64.63
INV_783524,CUST_0541,2025-01-22,20.38
INV_908036,CUST_0762,2025-06-12,8.67
INV_202537,,2025-06-12,33.38
INV_331704,CUST_0578,2025-07-17,8.91
INV_853158,CUST_0684,2025-11-12,22.71
INV_727797,CUST_0686,2025-05-31,26.33
INV_624154,CUST_0397,2025-09-10,58.62
INV_806050,CUST_0915,2025-02-02,32.71
INV_811451,CUST_0859,2025-11-04,17.73
INV_296349,CUST_0070,2025-11-09,19.47
INV_148068,CUST_0481,2025-05-24,80.07
INV_386539,CUST_0425,2025-08-22,24.54
INV_351227,CUST_0325,2025-12-23,218.06
INV_776706,CUST_0798,2025-01-18,20.86
INV_630235,CUST_0922,2025-08-19,10.12
INV_980670,CUST_0402,2025-08-13,35.19
INV_562176,CUST_0869,2025-02-28,20.66
INV_855679,CUST_0935,2025-08-23,45.15
INV_272905,CUST_0530,2025-08-14,31.38
INV_700139,CUST_0566,2025-09-02,94.32
INV_733976,CUST_0547,2025-09-24,25.92
INV_254195,CUST_0836,2025-01-25,30.88
INV_510789,CUST_0114,2025-08-11,17.89
INV_479989,CUST_0703,2025-06-24,34.87
INV_970093,CUST_0574,2025-11-16,29.23
INV_154796,CUST_0617,2025-11-14,19.65
INV_869646,CUST_0675,2025-02-12,35.62
INV_594735,CUST_0717,2025-09-13,87.81
INV_131017,CUST_0658,2025-10-28,8.12
INV_500850,CUST_0233,2025-09-28,89.01
INV_625679,CUST_0235,2025-06-14,32.1
INV_389258,CUST_0695,2025-11-29,56.24
INV_820252,CUST_0619,2025-08-11,17.44
INV_100799,CUST_0696,2025-07-04,24.62
INV_387555,CUST_0364,2025-07-21,32.8
INV_614111,CUST_0639,2025-05-15,48.7
INV_186928,CUST_0491,2025-05-15,134.24
INV_905231,CUST_0706,2025-04-20,8.2
INV_497477,CUST_0436,2025-01-04,29.64
INV_823486,,2025-01-17,39.84
INV_942606,CUST_0205,2025-07-26,30.05
INV_753288,CUST_0101,2025-11-14,14.84
INV_187212,CUST_0923,2025-09-04,11.02
INV_114716,CUST_0502,2025-02-04,92.5
INV_598665,CUST_0870,2025-01-21,104.8
INV_987766,CUST_0609,2025-11-03,75.98
INV_739218,CUST_0333,2025-05-07,9.53
INV_323734,CUST_0861,2025-03-29,23.06
INV_251786,CUST_0727,2025-04-02,38.0
INV_461998,CUST_0696,2025-02-07,66.83
INV_834303,CUST_0769,2025-05-15,7.61
INV_192508,CUST_0713,2025-01-26,13.32
INV_778283,CUST_0756,2025-12-24,54.46
INV_801506,CUST_0351,2025-02-20,24.47
INV_398663,CUST_0641,2025-06-04,52.06
INV_789622,CUST_0481,2025-05-22,66.12
INV_370774,CUST_0621,2025-03-20,21.2
INV_854108,CUST_0531,2025-05-07,26.98
INV_200591,CUST_0966,2025-07-26,36.53
INV_537680,CUST_0266,2025-07-01,111.69
INV_931659,CUST_0913,2025-08-24,163.55
INV_216481,CUST_0494,2025-11-07,56.51
INV_882702,CUST_0676,2025-05-27,10.44
INV_919407,CUST_0550,2025-05-11,86.31
INV_804989,CUST_0450,2025-04-05,87.66
INV_244867,CUST_0683,2025-09-07,72.34
INV_956899,CUST_0733,2025-01-24,13.71
INV_251606,CUST_0640,2025-04-03,13.69
INV_205682,CUST_0989,2025-06-07,49.2
INV_463634,CUST_0666,2025-10-20,189.94
INV_117529,CUST_0949,2025-06-07,8.36
INV_511512,CUST_0299,2025-09-20,15.01
INV_943214,CUST_0841,2025-10-24,66.71
INV_608898,CUST_0438,2025-05-07,50.51
INV_718815,CUST_0091,2025-01-08,24.18
INV_687426,CUST_0394,2025-09-26,76.45
INV_524861,CUST_0061,2025-09-21,89.58
INV_717985,CUST_0470,2025-05-29,21.91
INV_300015,CUST_0690,2025-07-13,21.86
INV_465208,CUST_0435,2025-07-15,23.06
INV_485296,CUST_0670,2025-12-28,26.56
INV_923219,CUST_0154,2025-09-06,30.84
INV_746231,CUST_0816,2025-10-03,20.89
INV_842147,CUST_0799,2025-05-10,89.8
INV_760715,CUST_0241,2025-05-21,30.4
INV_319678,CUST_0128,2025-07-19,36.34
INV_711561,CUST_0502,2025-05-18,65.26
INV_454451,CUST_0714,2025-10-06,90.48
INV_218642,CUST_0970,2025-01-29,34.77
INV_501468,CUST_0942,2025-06-11,86.25
INV_984735,CUST_0125,2025-03-12,81.32
INV_738172,CUST_0876,2025-08-31,20.18
INV_706289,CUST_0473,2025-01-21,12.19
INV_195494,CUST_0856,2025-01-10,41.81
INV_804537,CUST_0657,2025-07-11,135.75
INV_114126,CUST_0783,2025-02-02,12.28
INV_316651,CUST_0607,2025-02-04,36.21
INV_408792,CUST_0891,2025-09-06,12.89
INV_538092,CUST_0032,2025-11-15,60.67
INV_498471,CUST_0604,2025-01-01,27.47
INV_404603,CUST_0196,2025-05-13,36.98
INV_589987,CUST_0807,2025-10-06,13.39
INV_430724,CUST_0638,2025-06-24,15.87
INV_306598,CUST_0952,2025-04-15,7.95
INV_563609,CUST_0049,2025-01-16,34.33
INV_547392,CUST_0855,2025-12-20,13.76
INV_183030,CUST_0794,2025-03-07,59.61
INV_794025,CUST_0553,2025-07-05,49.82
INV_363894,CUST_0783,2025-02-11,37.45
INV_236817,CUST_0507,2025-01-17,75.16
INV_816896,CUST_0292,2025-10-19,56.14
INV_989589,CUST_0887,2025-04-05,92.98
INV_828829,CUST_0918,2025-03-18,33.86
INV_606199,CUST_0221,2025-09-19,14.0
INV_675100,CUST_0989,2025-09-16,11.4
INV_125395,CUST_0700,2025-09-11,12.92
INV_828408,CUST_0747,2025-09-07,72.28
INV_669798,CUST_0584,2025-08-23,80.19
INV_993155,CUST_0906,2025-04-25,32.63
INV_558253,CUST_0834,2025-12-12,73.72
INV_247733,CUST_0528,2025-02-11,56.49
INV_171240,CUST_0836,2025-01-19,68.17
INV_926641,CUST_0403,2025-11-06,41.46
INV_769800,CUST_0407,2025-03-26,13.15
INV_904253,CUST_0324,2025-10-08,26.07
INV_817884,CUST_0429,2025-05-03,129.55
INV_843681,CUST_0612,2025-11-03,40.55
INV_424787,CUST_0486,2025-01-05,36.52
INV_114588,CUST_0342,2025-05-13,24.24
INV_261929,CUST_0265,2025-04-03,42.34
INV_446418,CUST_0208,2025-05-05,62.21
INV_893476,CUST_0266,2025-05-14,43.55
INV_129882,CUST_0378,2025-07-10,23.9
INV_450129,CUST_0831,2025-03-30,19.94
INV_656831,CUST_0132,2025-12-26,109.2
INV_503273,CUST_0376,2025-06-28,16.5
INV_473519,CUST_0034,2025-03-11,30.66
INV_943224,CUST_0059,2025-06-30,36.93
INV_904061,CUST_0095,2025-10-24,132.44
INV_164829,CUST_0615,2025-02-23,9.92
INV_596195,CUST_0867,2025-12-15,17.25
INV_434738,CUST_0540,2025-10-01,17.48
INV_384293,CUST_0823,2025-04-29,53.24
INV_471178,CUST_0641,2025-01-08,17.43
INV_259423,CUST_0341,2025-10-08,98.72
INV_945684,CUST_0249,2025-08-23,10.72
INV_547095,CUST_0394,2025-11-08,219.4
INV_704281,CUST_0583,2025-01-17,131.29
INV_844261,CUST_0892,2025-01-10,8.4
INV_130653,CUST_0273,2025-11-02,25.86
INV_815463,,2025-08-29,26.94
INV_320375,CUST_0728,2025-07-24,22.89
INV_772634,CUST_0080,2025-09-24,59.28
INV_335020,CUST_0547,2025-10-16,131.87
INV_839280,CUST_0202,2025-08-17,73.84
INV_888326,CUST_0448,2025-01-01,10.21
INV_173527,CUST_0266,2025-05-08,16.1
INV_783019,CUST_0080,2025-06-14,110.28
INV_469775,,2025-10-31,39.29
INV_114633,CUST_0723,2025-08-27,23.24
INV_223425,CUST_0317,2025-02-27,80.9
INV_280160,CUST_0775,2025-12-31,110.14
INV_567002,CUST_0474,2025-08-15,46.71
INV_572243,CUST_0251,2025-12-01,47.55
INV_411416,CUST_0719,2025-12-10,34.56
INV_692735,CUST_0765,2025-04-03,12.8
INV_924765,CUST_0800,2025-11-05,62.09
INV_910993,CUST_0388,2025-03-27,14.95
INV_643628,CUST_0626,2025-07-03,8.61
INV_317986,CUST_0318,2025-02-23,59.39
INV_615518,CUST_0293,2025-10-20,47.72
INV_218171,CUST_0803,2025-06-29,77.91
INV_884627,CUST_0508,2025-08-10,7.98
INV_411207,CUST_0420,2025-06-03,12.41
INV_745687,CUST_0647,2025-11-09,25.36
INV_694571,CUST_0638,2025-06-08,36.58
INV_685894,CUST_0176,2025-04-18,24.85
INV_916309,CUST_0460,2025-12-23,50.05
INV_395625,CUST_0634,2025-11-30,38.22
INV_969559,CUST_0093,2025-11-25,54.64
INV_442368,CUST_0095,2025-09-30,30.34
INV_230066,CUST_0930,2025-09-22,8.65
INV_653098,CUST_0743,2025-05-14,47.38
INV_785865,CUST_0637,2025-07-23,112.63
INV_904371,CUST_0525,2025-09-12,34.17
INV_752356,CUST_0562,2025-06-13,10.81
INV_591513,CUST_0037,2025-09-10,88.96
INV_129873,CUST_0867,2025-06-17,61.42
INV_108328,CUST_0809,2025-10-28,77.36
INV_897700,CUST_0190,2025-05-08,19.87
INV_796101,CUST_0972,2025-09-14,17.61
INV_853266,CUST_0243,2025-10-02,71.4
INV_816369,CUST_0707,2025-12-09,36.65
INV_834459,CUST_0666,2025-05-21,96.06
INV_527499,CUST_0855,2025-11-07,11.19
INV_447608,CUST_0575,2025-12-13,12.51
INV_390157,CUST_0382,2025-10-07,17.88
INV_783444,CUST_0933,2025-04-04,18.16
INV_329415,CUST_0336,2025-06-01,112.53
INV_950500,CUST_0359,2025-03-03,16.27
INV_804177,CUST_0398,2025-09-02,32.94
INV_288874,CUST_0701,2025-09-17,134.83
INV_291082,CUST_0529,2025-12-07,76.69
INV_335892,CUST_0816,2025-06-22,16.42
INV_185637,CUST_0417,2025-01-31,9.58
INV_687371,CUST_0108,2025-03-13,35.89
INV_718312,CUST_0821,2025-09-29,9.77
INV_639775,CUST_0586,2025-09-13,72.2
INV_161596,,2025-08-23,107.72
INV_929119,CUST_0454,2025-02-28,15.27
INV_233332,CUST_0024,2025-03-21,34.68
INV_399355,CUST_0900,2025-12-14,34.18
INV_449760,CUST_0849,2025-03-12,12.9
INV_288088,CUST_0221,2025-11-04,60.09
INV_360705,CUST_0719,2025-04-09,35.97
INV_364418,CUST_0554,2025-05-19,19.08
INV_120044,CUST_0423,2025-03-13,26.24
INV_645501,CUST_0045,2025-12-09,93.64
INV_424888,CUST_0927,2025-04-02,57.5
INV_545292,CUST_0364,2025-06-28,148.31
INV_471427,CUST_0902,2025-10-07,151.5
INV_206147,CUST_0371,2025-09-22,10.5
INV_452559,CUST_0870,2025-06-17,34.4
INV_695113,CUST_0703,2025-11-21,38.6
INV_810669,CUST_0375,2025-02-14,91.77
INV_347174,CUST_0743,2025-06-06,18.07
INV_614539,CUST_0549,2025-02-22,10.6
INV_870802,CUST_0550,2025-07-06,34.28
INV_293242,CUST_0300,2025-10-30,74.11
INV_181147,CUST_0828,2025-03-31,9.71
INV_283208,CUST_0008,2025-09-13,15.67
INV_214427,CUST_0131,2025-08-12,45.67
INV_588633,CUST_0608,2025-01-26,8.02
INV_179876,CUST_0484,2025-06-17,13.09
INV_555884,CUST_0589,2025-06-09,99.83
INV_668728,CUST_0767,2025-01-11,9.63
INV_810349,CUST_0936,2025-02-01,154.07
INV_466042,CUST_0387,2025-08-16,8.51
INV_105914,CUST_0724,2025-08-27,10.85
INV_965048,CUST_0757,2025-02-14,55.26
INV_520576,CUST_0234,2025-07-08,47.37
INV_290093,CUST_0942,2025-05-22,95.55
INV_188919,CUST_0449,2025-03-21,22.19
INV_789608,CUST_0177,2025-08-31,33.72
INV_402905,CUST_0440,2025-02-25,67.94
INV_705191,CUST_0419,2025-03-29,148.9
INV_528583,CUST_0477,2025-08-03,59.57
INV_937876,CUST_0497,2025-07-01,80.73
INV_792378,CUST_0478,2025-11-05,33.33
INV_595926,CUST_0175,2025-12-02,157.16
INV_785459,CUST_0993,2025-10-27,22.4
INV_431356,CUST_0813,2025-07-11,100.45
INV_495252,CUST_0990,2025-08-06,40.77
INV_160204,CUST_0999,2025-10-30,29.89
INV_510275,CUST_0077,2025-01-09,31.98
INV_848870,CUST_0525,2025-12-13,72.81
INV_812252,CUST_0712,2025-03-17,11.57
INV_276282,CUST_1000,2025-09-02,133.05
INV_237559,CUST_0257,2025-09-01,25.73
INV_902792,CUST_0277,2025-06-10,15.89
INV_606805,CUST_0259,2025-11-03,24.15
INV_845658,CUST_0464,2025-09-03,14.99
INV_836661,CUST_0774,2025-09-30,48.31
INV_280786,CUST_0408,2025-05-05,122.84
INV_281417,CUST_0178,2025-05-19,63.61
